,zpid,price_str,price,zestimate,rent_zestimate,tax_assesed_value,beds,baths,sqft,lot_sqft,lot_acres,lat,lng,zip_code,city,state,address,status_type,status_text,home_type,is_preforeclosure,is_zillow_owned,days_on_zillow,link,miles_from_work,miles_from_work_class,price_per_square_foot,price_per_lot_size,lot_size_per_square_foot,beds_per_square_foot,baths_per_square_foot,beds_and_baths_per_square_foot,lot_sqft_vs_house_sqft,zestimate_vs_price,reveal_factor,good_deal_factor,location_factor,green_space_factor,interior_space_factor,space_cost_factor,reveal_factor_class
2567,2061195662,"$260,000",260000.0,,,,,,,1742400.0,40.0,39.48005,-105.78385,80448,Grant,CO,6200 County Road 60 Grant CO 80448,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/6200-County-Road-60-Grant-CO-80448/2061195662_zpid/,42.67569243146641,Worst,,,,,,,,,,,,,,,
2568,2061195727,"$260,000",260000.0,,,,,0.0,,1742400.0,40.0,39.45951,-105.72534,80448,Grant,CO,6200 County Road 60 0 Grant CO 80448,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/6200-County-Road-60-0-Grant-CO-80448/2061195727_zpid/,41.59161727139202,Worst,,,,,,,,,,,,,,,
2569,2106418775,"$95,000",95000.0,,,,,,,42688.8,0.9800000000000001,39.4342,-105.3895,80470,Pine,CO,0 La Plata Ln Pine CO 80470,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/0-La-Plata-Ln-Pine-CO-80470/2106418775_zpid/,34.50280036058367,Worst,,,,,,,,,,,,,,,
2570,2140957481,"$565,000",565000.0,559719.0,2414.0,,3.0,2.0,1984.0,55321.200000000004,1.27,39.229725,-105.75774,80456,Jefferson,CO,1807 Kiowa St Jefferson CO 80456,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/1807-Kiowa-St-Jefferson-CO-80456/2140957481_zpid/,55.502001457394,Worst,284.7782258064516,10.213082868773634,53337.200000000004,661.3333333333334,992.0,396.8,27.883669354838712,-5281.0,,,,,,,
2571,13845373,"$529,000",529000.0,519476.0,3055.0,367980.0,3.0,2.0,1616.0,64033.2,1.47,39.458927,-105.31949,80433,Conifer,CO,14077 Wamblee Trl Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/14077-Wamblee-Trl-Conifer-CO-80433/13845373_zpid/,32.00212442587744,Worst,327.3514851485148,8.2613394301706,62417.2,538.6666666666666,808.0,323.2,39.624504950495044,-9524.0,,,,,,,
2572,13803130,"$749,900",749900.0,751092.0,3200.0,437003.0,3.0,2.0,1751.0,18730.8,0.43,39.634804,-105.31625,80439,Evergreen,CO,27852 Meadow Dr Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/27852-Meadow-Dr-Evergreen-CO-80439/13803130_zpid/,20.103258138844897,Worst,428.269560251285,40.0356631857689,16979.8,583.6666666666666,875.5,350.2,10.697201599086236,1192.0,,,,,,,
2573,13268904,"$1,675,000",1675000.0,1643400.0,6352.0,660160.0,5.0,4.0,4183.0,133729.19999999998,3.07,39.6421,-105.402016,80439,Evergreen,CO,124 Antler Way Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/124-Antler-Way-Evergreen-CO-80439/13268904_zpid/,21.335149522078428,Worst,400.4303131723643,12.52531234763986,129546.19999999998,836.6,1045.75,464.77777777777777,31.969686827635662,-31600.0,,,,,,,
2574,13801643,"$1,200,000",1200000.0,1200010.0,3714.0,601156.0,4.0,4.0,3685.0,54014.4,1.24,39.59295,-105.24938,80465,Morrison,CO,21969 Plateau Cir Morrison CO 80465,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/21969-Plateau-Cir-Morrison-CO-80465/13801643_zpid/,22.324719355516958,Worst,325.64450474898234,22.21629787612192,50329.4,921.25,921.25,460.625,14.657910447761195,10.0,,,,,,,
2575,13845723,"$425,000",425000.0,416000.0,2463.0,186636.0,3.0,1.0,1388.0,22303.000000000004,0.5120064279155189,39.409492,-105.32398,80470,Pine,CO,28367 Grove St Pine CO 80470,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/28367-Grove-St-Pine-CO-80470/13845723_zpid/,35.408809649075394,Worst,306.19596541786746,19.055732412679905,20915.000000000004,462.6666666666667,1388.0,347.0,16.068443804034583,-9000.0,,,,,,,
2576,2063391563,"$189,900",189900.0,,,,,,,47044.8,1.08,39.63929,-105.268486,80454,Indian Hills,CO,23576 Weisshorn Dr 9518 952 Indian Hills CO 80454,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/23576-Weisshorn-Dr-9518-952-Indian-Hills-CO-80454/2063391563_zpid/,19.26305424176149,Worst,,,,,,,,,,,,,,,
2577,13805738,"$1,085,000",1085000.0,1085004.0,4137.0,714603.0,4.0,4.0,3555.0,34412.4,0.79,39.58657,-105.362724,80439,Evergreen,CO,31755 Ponderosa Way Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/31755-Ponderosa-Way-Evergreen-CO-80439/13805738_zpid/,24.025707790984335,Worst,305.2039381153305,31.529332449930838,30857.4,888.75,888.75,444.375,9.68,4.0,,,,,,,
2578,249094049,"$3,000,000",3000000.0,2869567.0,11157.0,1080301.0,4.0,4.0,5659.0,89297.99999999999,2.05,39.57392,-105.24969,80465,Morrison,CO,7793 Elk Path Way Morrison CO 80465,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7793-Elk-Path-Way-Morrison-CO-80465/249094049_zpid/,23.636444769114703,Worst,530.1289980561937,33.595377276086815,83638.99999999999,1414.75,1414.75,707.375,15.779819756140657,-130433.0,,,,,,,
2579,13983278,"$720,000",720000.0,715300.0,1999.0,337224.0,1.0,1.0,1327.0,54014.4,1.24,39.42221,-105.41925,80421,Bailey,CO,234 Bunny Rd Bailey CO 80421,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/234-Bunny-Rd-Bailey-CO-80421/13983278_zpid/,35.75267391973427,Worst,542.5772418990204,13.329778725673153,52687.4,1327.0,1327.0,663.5,40.70414468726451,-4700.0,,,,,,,
2580,13837704,"$999,000",999000.0,999001.0,3599.0,728267.0,4.0,3.0,3121.0,87991.2,2.02,39.56422,-105.23675,80465,Morrison,CO,8393 Ault Ln Morrison CO 80465,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/8393-Ault-Ln-Morrison-CO-80465/13837704_zpid/,24.260222402063796,Worst,320.0897148349888,11.353408068079535,84870.2,780.25,1040.3333333333333,445.85714285714283,28.19327138737584,1.0,,,,,,,
2581,13990795,"$899,000",899000.0,871996.0,2778.0,512035.0,4.0,2.0,2073.0,1524600.0,35.0,39.076515,-105.41566,80827,Lake George,CO,34801 County Road 77 Lake George CO 80827,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/34801-County-Road-77-Lake-George-CO-80827/13990795_zpid/,58.91833407805007,Worst,433.6710082006754,0.5896628623901351,1522527.0,518.25,1036.5,345.5,735.4558610709117,-27004.0,,,,,,,
2582,2061239936,"$625,000",625000.0,,,,2.0,1.0,2140.0,52707.6,1.21,39.50803,-105.31059,80433,Conifer,CO,11583 S Us Highway 285 Frontage Rd Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/11583-S-Us-Highway-285-Frontage-Rd-Conifer-CO-80433/2061239936_zpid/,28.57902685594775,Worst,292.05607476635515,11.857872488976922,50567.6,1070.0,2140.0,713.3333333333334,24.629719626168225,,,,,,,,
2583,130539826,"$1,725,000",1725000.0,1664581.0,6198.0,1159840.0,5.0,4.0,6053.0,1744577.9999999998,40.05,39.556576,-105.362305,80433,Conifer,CO,31682 Shadow Mountain Dr Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/31682-Shadow-Mountain-Dr-Conifer-CO-80433/130539826_zpid/,25.985185270099738,Worst,284.9826532298034,0.9887778018523679,1738524.9999999998,1210.6,1513.25,672.5555555555555,288.21708243846024,-60419.0,,,,,,,
2584,108396436,"$330,000",330000.0,,,77770.0,,,,30491.999999999996,0.7,39.625256,-105.308235,80439,EVERGREEN,CO,5071 Liberty Dr Evergreen CO 80439,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/5071-Liberty-Dr-Evergreen-CO-80439/108396436_zpid/,20.631579378139634,Worst,,,,,,,,,,,,,,,
2585,305528405,"$585,000",585000.0,585005.0,2449.0,291128.0,3.0,2.0,1344.0,34848.0,0.8,39.421925,-105.418945,80421,Bailey,CO,280 Bunny Rd Bailey CO 80421,FOR_SALE,Home for sale,MANUFACTURED,False,False,-1,https://zillow.com/homedetails/280-Bunny-Rd-Bailey-CO-80421/305528405_zpid/,35.766477918133674,Worst,435.26785714285717,16.787190082644628,33504.0,448.0,672.0,268.8,25.928571428571427,5.0,,,,,,,
2586,13806367,"$1,175,000",1175000.0,1175004.0,4154.0,749000.0,5.0,5.0,4366.0,176418.0,4.05,39.57334,-105.30647,80439,Evergreen,CO,7816 Armadillo Trl Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/7816-Armadillo-Trl-Evergreen-CO-80439/13806367_zpid/,24.10779397235676,Worst,269.12505726065046,6.660318108129556,172052.0,873.2,873.2,436.6,40.407237746220794,4.0,,,,,,,
2587,13988417,"$499,900",499900.0,499903.0,2484.0,378735.0,3.0,2.0,1716.0,43560.0,1.0,39.45233,-105.48059,80421,Bailey,CO,336 N Ridge Rd Bailey CO 80421,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/336-N-Ridge-Rd-Bailey-CO-80421/13988417_zpid/,34.96796561748111,Worst,291.31701631701634,11.476124885215794,41844.0,572.0,858.0,343.2,25.384615384615383,3.0,,,,,,,
2588,13985433,"$685,000",685000.0,680797.0,2769.0,403281.0,3.0,3.0,1872.0,48787.200000000004,1.12,39.503452,-105.520164,80421,Bailey,CO,38 Quartz Cir Bailey CO 80421,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/38-Quartz-Cir-Bailey-CO-80421/13985433_zpid/,32.76273675482329,Worst,365.9188034188034,14.040568017840744,46915.200000000004,624.0,624.0,312.0,26.061538461538465,-4203.0,,,,,,,
2589,13845010,"$290,000",290000.0,290000.0,1669.0,212866.0,0.0,1.0,840.0,44431.200000000004,1.02,39.471806,-105.29069,80433,Conifer,CO,25554 Shiloh Cir Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/25554-Shiloh-Cir-Conifer-CO-80433/13845010_zpid/,30.886635948787625,Worst,,,,,,,,0.0,,,,,,,
2590,13838410,"$650,000",650000.0,641680.0,2392.0,352598.0,3.0,2.0,1536.0,45724.932,1.0497,39.530266,-105.234406,80465,Morrison,CO,10250 City View Dr Morrison CO 80465,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/10250-City-View-Dr-Morrison-CO-80465/13838410_zpid/,26.598092834046263,Worst,423.1770833333333,14.2154394018563,44188.932,512.0,768.0,307.2,29.7688359375,-8320.0,,,,,,,
2591,13984917,"$1,350,000",1350000.0,1332236.0,10000.0,662511.0,4.0,5.0,4000.0,138085.19999999998,3.17,39.494186,-105.469154,80421,Bailey,CO,96 Six Bits St Bailey CO 80421,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/96-Six-Bits-St-Bailey-CO-80421/13984917_zpid/,32.08222222809399,Worst,337.5,9.776572724665643,134085.19999999998,1000.0,800.0,444.44444444444446,34.5213,-17764.0,,,,,,,
2592,13755226,"$2,650,000",2650000.0,2558500.0,10180.0,1170278.0,6.0,4.0,4716.0,47480.4,1.09,39.675724,-105.261696,80401,Golden,CO,2245 Stonecrop Way Golden CO 80401,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/2245-Stonecrop-Way-Golden-CO-80401/13755226_zpid/,16.720035769951238,Worst,561.9168787107718,55.81250368573137,42764.4,786.0,1179.0,471.6,10.06793893129771,-91500.0,,,,,,,
2593,13757053,"$1,350,000",1350000.0,1345838.0,5307.0,719574.0,4.0,3.0,3372.0,21780.0,0.5,39.684525,-105.289,80401,Golden,CO,2104 Foothills Dr S Golden CO 80401,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/2104-Foothills-Dr-S-Golden-CO-80401/13757053_zpid/,16.41058654653047,Worst,400.355871886121,61.98347107438016,18408.0,843.0,1124.0,481.7142857142857,6.459074733096085,-4162.0,,,,,,,
2594,13268731,"$975,000",975000.0,975008.0,2528.0,472500.0,2.0,2.0,1293.0,67518.0,1.55,39.663208,-105.42196,80439,Evergreen,CO,1059 Snyder Mountain Rd Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/1059-Snyder-Mountain-Rd-Evergreen-CO-80439/13268731_zpid/,20.60567905950044,Worst,754.0603248259861,14.44059361947925,66225.0,646.5,646.5,323.25,52.21809744779582,8.0,,,,,,,
2595,225392036,"$42,500",42500.0,,,15659.0,,,,90604.8,2.08,39.201046,-105.74369,80432,Como,CO,581 Remington Rd Como CO 80432,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/581-Remington-Rd-Como-CO-80432/225392036_zpid/,56.82907944220557,Worst,,,,,,,,,,,,,,,
2596,13840852,"$125,000",125000.0,123611.0,3240.0,116274.0,0.0,0.0,396.0,20952.0,0.4809917355371901,39.520912,-105.30747,80433,Conifer,CO,10822 Fox Trot Ln Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/10822-Fox-Trot-Ln-Conifer-CO-80433/13840852_zpid/,27.673569970743515,Worst,,,,,,,,-1389.0,,,,,,,
2597,13990350,"$565,000",565000.0,565004.0,2499.0,370723.0,2.0,2.0,1691.0,10019.0,0.23000459136822773,39.45673,-105.41144,80421,Bailey,CO,152 Wisp Creek Dr Bailey CO 80421,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/152-Wisp-Creek-Dr-Bailey-CO-80421/13990350_zpid/,33.35560625493302,Worst,334.1218214074512,56.39285357820142,8328.0,845.5,845.5,422.75,5.924896510940272,4.0,,,,,,,
2598,13758514,"$500,000",500000.0,500003.0,3449.0,438893.0,3.0,2.0,3158.0,15245.999999999998,0.35,39.659904,-105.341774,80439,Evergreen,CO,30111 Fir Dr Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/30111-Fir-Dr-Evergreen-CO-80439/13758514_zpid/,18.88379286892067,Worst,158.32805573147562,32.79548734094189,12087.999999999998,1052.6666666666667,1579.0,631.6,4.827739075364154,3.0,,,,,,,
2599,13990617,"$594,000",594000.0,577800.0,2738.0,343123.0,2.0,1.0,1563.0,1524600.0,35.0,39.357334,-105.81359,80456,Jefferson,CO,337 Litmer Rd Jefferson CO 80456,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/337-Litmer-Rd-Jefferson-CO-80456/13990617_zpid/,50.027312186520284,Worst,380.0383877159309,0.38961038961038963,1523037.0,781.5,1563.0,521.0,975.4318618042226,-16200.0,,,,,,,
2600,225393239,"$44,900",44900.0,,,17081.0,,,,87120.0,2.0,39.218903,-105.765434,80456,Como,CO,2692 Warrior Cir Como CO 80456,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/2692-Warrior-Cir-Como-CO-80456/225393239_zpid/,56.354872227858976,Worst,,,,,,,,,,,,,,,
2601,225394334,"$39,900",39900.0,,,7214.0,,,,43560.0,1.0,39.218304,-105.76017,80456,Como,CO,3046 Warrior Cir Como CO 80456,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/3046-Warrior-Cir-Como-CO-80456/225394334_zpid/,56.244675684131366,Worst,,,,,,,,,,,,,,,
2602,13839214,"$990,000",990000.0,990004.0,3723.0,572617.0,4.0,3.0,2068.0,91040.4,2.09,39.56574,-105.3214,80439,Evergreen,CO,28175 Little Big Horn Dr Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/28175-Little-Big-Horn-Dr-Evergreen-CO-80439/13839214_zpid/,24.792977253250335,Worst,478.72340425531917,10.87429317094389,88972.4,517.0,689.3333333333334,295.42857142857144,44.02340425531914,4.0,,,,,,,
2603,225394335,"$42,900",42900.0,,,13226.0,,,,43560.0,1.0,39.218662,-105.75982,80432,Como,CO,1300 Warrior Cir Como CO 80432,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/1300-Warrior-Cir-Como-CO-80432/225394335_zpid/,56.213824720713546,Worst,,,,,,,,,,,,,,,
2604,13269045,"$885,000",885000.0,885005.0,2997.0,812970.0,3.0,3.0,2556.0,108900.0,2.5,39.638588,-105.40901,80439,Evergreen,CO,425 Patty Dr Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/425-Patty-Dr-Evergreen-CO-80439/13269045_zpid/,21.72471025074645,Worst,346.24413145539904,8.1267217630854,106344.0,852.0,852.0,426.0,42.605633802816904,5.0,,,,,,,
2605,13268759,"$1,070,000",1070000.0,1070002.0,4146.0,750890.0,3.0,3.0,3478.0,50965.2,1.17,39.65996,-105.42181,80439,Evergreen,CO,150 Grouse Way Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/150-Grouse-Way-Evergreen-CO-80439/13268759_zpid/,20.79132781705606,Worst,307.64807360552044,20.994717964414935,47487.2,1159.3333333333333,1159.3333333333333,579.6666666666666,14.653594019551466,2.0,,,,,,,
2606,245177293,"$62,000",62000.0,,,13827.0,,,,87120.0,2.0,39.125156,-105.68832,80449,Hartsel,CO,306 Jasper Way Hartsel CO 80449,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/306-Jasper-Way-Hartsel-CO-80449/245177293_zpid/,60.14280707161813,Worst,,,,,,,,,,,,,,,
2607,13985500,"$600,000",600000.0,596319.0,2543.0,378586.0,3.0,2.0,1946.0,47480.4,1.09,39.415714,-105.44626,80421,Bailey,CO,1534 Burland Dr Bailey CO 80421,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/1534-Burland-Dr-Bailey-CO-80421/13985500_zpid/,36.63998848721816,Worst,308.32476875642345,12.636793287335406,45534.4,648.6666666666666,973.0,389.2,24.398972250770814,-3681.0,,,,,,,
2608,13804037,"$1,180,000",1180000.0,1180000.0,4957.0,727390.0,4.0,3.0,3234.0,108900.0,2.5,39.61599,-105.29074,80439,Evergreen,CO,5485 S Twin Spruce Dr Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/5485-S-Twin-Spruce-Dr-Evergreen-CO-80439/13804037_zpid/,21.05324852166036,Worst,364.8732220160792,10.8356290174472,105666.0,808.5,1078.0,462.0,33.673469387755105,0.0,,,,,,,
2609,13840209,"$1,535,000",1535000.0,1496160.0,5768.0,878867.0,5.0,4.0,4356.0,1524600.0,35.0,39.528484,-105.280396,80433,Conifer,CO,26795 Light Ln Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/26795-Light-Ln-Conifer-CO-80433/13840209_zpid/,26.932394462442296,Worst,352.38751147842055,1.006821461366916,1520244.0,871.2,1089.0,484.0,350.0,-38840.0,,,,,,,
2610,13841605,"$599,000",599000.0,599001.0,3200.0,461563.0,3.0,2.0,1722.0,16552.8,0.38,39.504173,-105.35902,80433,Conifer,CO,11606 Leavenworth Dr Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/11606-Leavenworth-Dr-Conifer-CO-80433/13841605_zpid/,29.409857075072456,Worst,347.8513356562137,36.18723116330772,14830.8,574.0,861.0,344.4,9.612543554006969,1.0,,,,,,,
2611,13754805,"$1,599,900",1599900.0,1582300.0,6444.0,775720.0,4.0,4.0,4197.0,21344.0,0.48999081726354454,39.69562,-105.2684,80401,Golden,CO,1164 Snowberry Dr Golden CO 80401,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/1164-Snowberry-Dr-Golden-CO-80401/13754805_zpid/,15.425654189017274,Worst,381.2008577555397,74.9578335832084,17147.0,1049.25,1049.25,524.625,5.085537288539433,-17600.0,,,,,,,
2612,13846022,"$850,000",850000.0,856600.0,1997.0,384698.0,8.0,8.0,6046.0,109335.59999999999,2.51,39.387756,-105.273544,80425,Pine,CO,18051 County Road 126 Pine CO 80425,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/18051-County-Road-126-Pine-CO-80425/13846022_zpid/,36.56053935519453,Worst,140.58881905391993,7.774229070860727,103289.59999999999,755.75,755.75,377.875,18.083956334766786,6600.0,,,,,,,
2613,2061491748,"$350,000",350000.0,342964.0,2849.0,,4.0,2.0,1572.0,26136.0,0.6,39.468616,-105.402855,80470,Pine,CO,102 Pima Trl Pine CO 80470,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/102-Pima-Trl-Pine-CO-80470/2061491748_zpid/,32.43256324320908,Worst,222.64631043256998,13.391490664217937,24564.0,393.0,786.0,262.0,16.625954198473284,-7036.0,,,,,,,
2614,13989010,"$519,000",519000.0,511400.0,2400.0,316710.0,3.0,2.0,1360.0,44866.8,1.03,39.25901,-105.749374,80456,Como,CO,552 Wampum Ln Como CO 80456,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/552-Wampum-Ln-Como-CO-80456/13989010_zpid/,53.54463887376004,Worst,381.61764705882354,11.567573350450667,43506.8,453.3333333333333,680.0,272.0,32.99029411764706,-7600.0,,,,,,,
2615,13805410,"$4,400,000",4400000.0,4211428.0,16435.0,1450839.0,7.0,6.0,9971.0,110642.40000000001,2.54,39.594185,-105.300156,80439,Evergreen,CO,6766 Timbers Dr Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/6766-Timbers-Dr-Evergreen-CO-80439/13805410_zpid/,22.629274307429963,Worst,441.27971116237086,39.76775630318937,100671.40000000001,1424.4285714285713,1661.8333333333333,767.0,11.096419616888978,-188572.0,,,,,,,
2616,88904522,"$3,995,000",3995000.0,,,2194820.0,5.0,8.0,12718.0,805860.0,18.5,39.62383,-105.42429,80439,Evergreen,CO,577 Bear Meadow Trl Evergreen CO 80439,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/577-Bear-Meadow-Trl-Evergreen-CO-80439/88904522_zpid/,23.009696951847566,Worst,314.1217172511401,4.957436775618594,793142.0,2543.6,1589.75,978.3076923076923,63.363736436546624,,,,,,,,
2617,2107459366,"$120,000",120000.0,,,,,,,43560.0,1.0,39.57468,-105.40197,80439,Evergreen,CO,101 Sioux Trl Evergreen CO 80439,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/101-Sioux-Trl-Evergreen-CO-80439/2107459366_zpid/,25.544855651052984,Worst,,,,,,,,,,,,,,,
2618,13990612,"$400,000",400000.0,396261.0,2499.0,219296.0,3.0,2.0,1300.0,487009.512,11.1802,39.41362,-105.5227,80421,Bailey,CO,57920 Us Highway 285 32 Bailey CO 80421,FOR_SALE,Condo for sale,CONDO,False,False,-1,https://zillow.com/homedetails/57920-Us-Highway-285-32-Bailey-CO-80421/13990612_zpid/,38.335034286683424,Worst,307.6923076923077,0.8213391938841639,485709.512,433.3333333333333,650.0,260.0,374.6227015384615,-3739.0,,,,,,,
2619,225405297,"$49,900",49900.0,,,19264.0,,,,192970.8,4.43,39.26377,-105.761375,80456,Como,CO,317 Lippzana Rd Como CO 80456,FOR_SALE,Lot / Land for sale,LOT,False,False,-1,https://zillow.com/homedetails/317-Lippzana-Rd-Como-CO-80456/225405297_zpid/,53.61088223282521,Worst,,,,,,,,,,,,,,,
2620,13989848,"$725,000",725000.0,718224.0,2699.0,456246.0,3.0,2.0,2184.0,65340.0,1.5,39.41612,-105.45061,80421,Bailey,CO,298 Yellow Pine Dr Bailey CO 80421,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/298-Yellow-Pine-Dr-Bailey-CO-80421/13989848_zpid/,36.69235648626592,Worst,331.959706959707,11.095806550352005,63156.0,728.0,1092.0,436.8,29.917582417582416,-6776.0,,,,,,,
2621,13754828,"$1,150,000",1150000.0,1150002.0,4959.0,826435.0,5.0,4.0,3409.0,21780.0,0.5,39.694126,-105.27077,80401,Golden,CO,23735 Currant Dr Golden CO 80401,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/23735-Currant-Dr-Golden-CO-80401/13754828_zpid/,15.551044709165131,Worst,337.3423291287768,52.80073461891644,18371.0,681.8,852.25,378.77777777777777,6.388970372543268,2.0,,,,,,,
2622,13840726,"$829,900",829900.0,828438.0,3927.0,682209.0,3.0,4.0,3360.0,190357.2,4.37,39.519085,-105.34051,80433,Conifer,CO,30105 Kennedy Gulch Rd Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/30105-Kennedy-Gulch-Rd-Conifer-CO-80433/13840726_zpid/,28.16539641815442,Worst,246.99404761904762,4.359698503655233,186997.2,1120.0,840.0,480.0,56.65392857142857,-1462.0,,,,,,,
2623,2061592914,"$150,000",150000.0,,,,0.0,0.0,368.0,10890.0,0.25,39.524788,-105.30674,80433,Conifer,CO,10661 Us Highway 285 Conifer CO 80433,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/10661-Us-Highway-285-Conifer-CO-80433/2061592914_zpid/,27.40313114543675,Worst,,,,,,,,,,,,,,,
2624,225391796,"$650,000",650000.0,83800.0,2350.0,28036.0,2.0,1.0,932.0,104108.40000000001,2.39,39.374653,-105.83453,80456,Jefferson,CO,372 Boreas Cir Jefferson CO 80456,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/372-Boreas-Cir-Jefferson-CO-80456/225391796_zpid/,49.84031786091037,Worst,697.4248927038626,6.243492359886425,103176.40000000001,466.0,932.0,310.6666666666667,111.70429184549357,-566200.0,,,,,,,
2625,225393552,"$699,999",699999.0,152100.0,2350.0,40154.0,2.0,1.0,932.0,426016.8,9.78,39.36293,-105.83837,80456,Jefferson,CO,85 Kenosha Dr Jefferson CO 80456,FOR_SALE,House for sale,SINGLE_FAMILY,False,False,-1,https://zillow.com/homedetails/85-Kenosha-Dr-Jefferson-CO-80456/225393552_zpid/,50.585613826030816,Worst,751.0718884120172,1.643125341535827,425084.8,466.0,932.0,310.6666666666667,457.09957081545065,-547899.0,,,,,,,
